numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07593;20000101080000;1336.000000;0;0.000000;266.750000;264.800000;86;0;0;0;1;0;8000;0;0;2;0.000000;mq;265.750000;mq;273.040000;mq;mq;mq;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07594;20000101080000;1860.000000;220;2.500000;266.250000;264.740000;89;0;0;0;1;0;8000;0;0;9;0.000000;mq;262.250000;mq;269.150000;0.580000;mq;mq;3100.000000;mq;mq;264.950000;2;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20000101080000;1327.000000;0;0.000000;274.150000;274.010000;99;60;4;6;9;9;mq;/;/;/;3.000000;mq;272.150000;mq;275.150000;0.300000;mq;mq;3100.000000;mq;mq;273.150000;0;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07696;20000101080000;1850.000000;0;0.000000;264.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.150000;mq;270.150000;0.350000;mq;mq;3100.000000;mq;mq;267.650000;3;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07697;20000101080000;1550.000000;0;0.000000;264.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.150000;mq;270.650000;0.000000;mq;mq;3100.000000;mq;mq;mq;mq;mq;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20000101080000;1753.000000;0;0.000000;269.150000;267.900000;91;44;7;0;7;4;20;6;7;/;1.400000;mq;263.650000;mq;270.150000;1.510000;mq;mq;3102.000000;mq;mq;266.650000;0;0;mq;0;0;0;0;0;2;0;0.000000;mq;mq;mq;mq;mq;mq;1;130.000000;
07725;20000101080000;1420.000000;0;0.000000;270.150000;268.140000;86;0;0;0;6;6;800;5;0;0;0.000000;mq;265.150000;mq;270.150000;0.600000;mq;mq;3100.000000;mq;mq;269.750000;7;0;0;0;0;0;0;0;1;0;0.000000;0.700000;0.000000;mq;6;6;0;1;240.000000;
07811;20000101080000;2350.000000;0;0.000000;266.350000;265.270000;92;0;7;0;2;1;1250;0;3;2;0.200000;mq;266.150000;mq;271.150000;0.580000;mq;mq;3102.000000;mq;mq;260.750000;1;0;0;mq;0;0;0;0;3;mq;mq;mq;mq;mq;8;8;0;1;140.000000;
07812;20000101080000;1165.000000;0;0.000000;269.040000;267.360000;88;0;7;0;2;2;3500;0;3;0;0.200000;mq;268.150000;mq;272.150000;0.520000;mq;mq;3101.000000;mq;mq;268.950000;7;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;
07856;20000101080000;1640.000000;0;0.000000;270.150000;267.510000;82;0;7;6;3;3;1750;0;7;0;1.500000;mq;268.150000;mq;270.150000;1.110000;mq;mq;3101.000000;mq;mq;267.650000;0;0;0;0;0;0;0;0;3;220;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;
07858;20000101080000;1850.000000;90;2.500000;268.450000;266.770000;88;0;7;0;6;6;800;5;0;0;mq;mq;264.040000;mq;269.850000;2.050000;mq;mq;3102.000000;mq;mq;267.150000;0;0;0;mq;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07861;20000101080000;1715.000000;mq;mq;mq;mq;mq;0;7;0;mq;mq;mq;/;/;/;1.200000;mq;mq;mq;mq;1.230000;mq;mq;3101.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07870;20000101080000;1750.000000;0;0.000000;269.650000;mq;mq;0;0;0;2;2;2250;0;3;0;0.000000;mq;264.150000;mq;271.150000;0.900000;mq;mq;3100.000000;mq;mq;265.150000;0;0;mq;3;0;0;0;0;3;mq;mq;mq;mq;mq;2;1;0;mq;mq;
07872;20000101080000;1345.000000;0;0.000000;268.650000;266.040000;82;0;0;0;3;2;2250;5;3;2;0.000000;mq;268.650000;mq;271.650000;0.850000;mq;mq;3100.000000;mq;mq;268.450000;0;0;1;0;0;0;0;0;3;0;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;
07873;20000101080000;1470.000000;360;2.000000;267.650000;mq;mq;0;7;0;0;0;mq;0;0;0;0.400000;mq;265.350000;mq;269.750000;1.070000;mq;mq;3102.000000;mq;mq;261.950000;0;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20000101080000;1860.000000;360;1.500000;266.150000;262.960000;78;0;7;7;2;2;2250;0;3;0;mq;mq;263.650000;mq;270.150000;1.160000;mq;mq;3101.000000;mq;mq;260.450000;1;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;8;mq;1;120.000000;
07876;20000101080000;1270.000000;0;0.000000;269.650000;267.650000;86;0;7;0;0;0;mq;0;0;0;0.700000;mq;267.150000;mq;272.150000;1.040000;mq;mq;3101.000000;mq;mq;269.040000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07878;20000101080000;1600.000000;0;0.000000;268.650000;264.370000;72;0;0;0;1;1;3500;0;3;0;0.000000;mq;266.650000;mq;273.150000;0.750000;mq;mq;3100.000000;mq;mq;mq;0;0;0;mq;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07879;20000101080000;1630.000000;0;0.000000;268.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.800000;mq;mq;3100.000000;mq;mq;270.150000;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20000101080000;2590.000000;0;0.000000;267.150000;251.560000;28;0;7;7;0;0;mq;0;0;0;3.500000;mq;263.650000;mq;267.650000;1.350000;mq;mq;3101.000000;mq;mq;263.350000;1;0;0;9;0;0;0;0;3;360;25.000000;mq;0.010000;mq;8;1;0;2;mq;
07882;20000101080000;1400.000000;360;3.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;271.150000;0.600000;mq;mq;3100.000000;mq;mq;269.650000;0;0;0;5;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07884;20000101080000;1400.000000;270;2.500000;268.150000;mq;mq;0;4;0;1;1;1750;0;3;0;0.000000;mq;264.150000;mq;271.650000;1.280000;mq;mq;3100.000000;mq;mq;268.850000;0;0;0;0;0;0;0;0;mq;270;5.000000;0.920000;0.000000;mq;2;3;0;mq;mq;
07885;20000101080000;1610.000000;0;0.000000;267.150000;264.260000;80;0;7;0;1;0;8000;0;0;2;0.100000;mq;262.150000;mq;269.650000;0.840000;mq;mq;3101.000000;mq;mq;263.650000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;8;8;0;mq;mq;
07888;20000101080000;1500.000000;90;0.500000;267.150000;mq;mq;0;7;0;0;0;mq;0;0;0;0.400000;mq;259.150000;mq;271.650000;1.000000;mq;mq;3101.000000;mq;mq;268.250000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;2;1;mq;0;85.000000;
07889;20000101080000;1840.000000;0;0.000000;267.150000;mq;mq;0;7;0;0;0;mq;0;0;0;1.000000;mq;265.650000;mq;270.650000;0.980000;mq;mq;3103.000000;mq;mq;266.040000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;20000101080000;2220.000000;mq;mq;mq;mq;mq;45;7;4;9;9;mq;/;/;/;0.800000;mq;261.150000;mq;269.150000;1.380000;mq;mq;3103.000000;mq;mq;mq;1;mq;mq;mq;0;0;0;0;3;mq;mq;mq;mq;mq;1;8;0;2;mq;
07891;20000101080000;1200.000000;0;0.000000;270.150000;mq;mq;0;7;0;0;0;mq;0;0;0;0.500000;mq;264.850000;mq;271.950000;0.700000;mq;mq;3101.000000;mq;mq;268.850000;0;0;0;0;0;0;0;0;3;mq;mq;1.950000;0.000000;mq;mq;mq;mq;mq;mq;
07892;20000101080000;1700.000000;0;0.000000;265.150000;261.990000;78;0;7;0;0;0;mq;0;0;0;1.000000;mq;261.150000;mq;269.150000;0.860000;mq;mq;3102.000000;mq;mq;264.650000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;0;2;mq;
07893;20000101080000;1775.000000;0;0.000000;265.250000;264.450000;94;0;7;0;2;1;3500;0;3;2;1.100000;mq;261.650000;mq;269.540000;1.040000;mq;mq;3103.000000;mq;mq;264.350000;0;0;0;0;0;0;0;0;3;90;5.000000;1.850000;0.050000;mq;2;9;mq;1;80.000000;
07894;20000101080000;1350.000000;220;1.000000;269.450000;268.050000;90;0;7;0;1;1;800;6;1;0;0.600000;mq;264.150000;mq;271.540000;0.820000;mq;mq;3101.000000;mq;mq;269.650000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;mq;1;100.000000;
07895;20000101080000;1990.000000;0;0.000000;265.150000;263.220000;86;0;7;0;1;1;150;5;0;0;0.600000;mq;261.850000;mq;268.650000;1.350000;mq;mq;3103.000000;mq;mq;264.950000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;mq;2;mq;
07896;20000101080000;1416.000000;0;0.000000;268.450000;267.210000;91;0;7;0;0;0;mq;0;0;0;0.800000;mq;261.750000;mq;271.450000;0.800000;mq;mq;3103.000000;mq;mq;265.950000;1;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;0;0;90.000000;
07897;20000101080000;1500.000000;0;0.000000;268.040000;266.670000;90;0;7;0;1;1;1250;6;0;0;1.400000;mq;267.040000;mq;268.650000;1.750000;mq;mq;3103.000000;mq;mq;263.850000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20000101080000;1104.000000;0;0.000000;266.150000;mq;mq;0;7;0;0;0;mq;0;0;0;0.100000;mq;263.650000;mq;270.650000;0.750000;mq;mq;3101.000000;mq;mq;264.750000;0;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07901;20000101080000;1900.000000;0;0.000000;267.350000;mq;mq;0;7;0;2;1;1750;0;3;2;0.100000;mq;263.650000;mq;270.650000;1.300000;mq;mq;3101.000000;mq;mq;266.650000;0;0;0;0;0;0;0;0;3;0;0.000000;2.400000;mq;mq;mq;mq;mq;mq;mq;
07902;20000101080000;1980.000000;0;0.000000;267.650000;266.270000;90;0;7;4;1;0;8000;0;0;2;2.500000;mq;264.650000;mq;270.150000;1.450000;mq;mq;3101.000000;mq;mq;267.350000;0;0;2;0;0;0;0;0;3;360;5.000000;mq;mq;mq;8;8;0;2;mq;
07904;20000101080000;2086.000000;180;2.000000;260.750000;258.610000;84;0;0;7;0;0;mq;0;0;0;mq;mq;257.250000;mq;266.650000;1.340000;mq;mq;3102.000000;mq;mq;262.650000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;0;2;mq;
07907;20000101080000;1595.000000;270;1.000000;268.040000;265.460000;82;0;7;0;1;0;8000;0;0;2;0.100000;mq;265.040000;mq;271.650000;0.550000;mq;mq;3101.000000;mq;mq;263.250000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;1;8;mq;2;mq;
07908;20000101080000;1975.000000;0;0.000000;263.950000;261.140000;80;0;7;0;1;0;8000;0;0;2;mq;mq;261.650000;mq;268.650000;1.550000;mq;mq;3102.000000;mq;mq;261.650000;1;0;0;0;0;0;0;0;3;0;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;
07909;20000101080000;1700.000000;310;1.500000;270.150000;mq;mq;44;7;0;7;7;mq;6;/;/;0.700000;mq;267.150000;mq;271.150000;1.350000;mq;mq;3100.000000;mq;mq;266.850000;0;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07911;20000101080000;1620.000000;0;0.000000;264.150000;mq;mq;0;7;mq;1;1;3500;0;4;0;0.100000;mq;263.650000;mq;268.650000;1.350000;mq;mq;3101.000000;mq;mq;264.150000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;2;3;0;mq;mq;
07912;20000101080000;1707.000000;90;2.500000;260.650000;259.210000;89;0;0;0;6;6;1250;5;0;0;0.000000;mq;255.150000;mq;268.750000;0.850000;mq;mq;3100.000000;mq;mq;261.040000;1;0;0;mq;0;0;0;0;2;mq;mq;mq;mq;mq;1;8;0;mq;mq;
07916;20000101080000;1620.000000;40;2.500000;268.650000;mq;mq;0;7;7;0;0;mq;0;0;0;2.500000;mq;268.650000;mq;273.040000;0.700000;mq;mq;3102.000000;mq;mq;269.540000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20000101080000;1270.000000;0;0.000000;263.950000;263.160000;94;0;0;0;6;6;250;5;3;0;0.000000;mq;263.950000;mq;269.750000;0.090000;mq;mq;3100.000000;mq;mq;272.350000;3;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07918;20000101080000;1477.000000;0;0.000000;267.040000;264.160000;80;0;0;0;1;0;8000;0;0;2;0.000000;mq;266.350000;mq;271.150000;0.600000;mq;mq;3100.000000;mq;mq;267.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07919;20000101080000;1850.000000;0;0.000000;268.250000;260.820000;56;0;0;0;1;0;8000;0;0;2;0.000000;mq;264.450000;mq;270.150000;1.450000;mq;mq;3100.000000;mq;mq;263.540000;0;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07920;20000101080000;1720.000000;130;2.000000;267.150000;mq;mq;0;7;0;1;0;8000;0;0;2;0.000000;mq;265.650000;mq;271.150000;0.900000;mq;mq;3100.000000;mq;mq;265.350000;0;0;0;5;0;0;0;0;2;360;10.000000;0.480000;0.000000;mq;1;9;mq;1;100.000000;
07921;20000101080000;1600.000000;0;0.000000;266.150000;261.960000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.040000;mq;270.850000;0.640000;mq;mq;3100.000000;mq;mq;265.950000;0;0;0;0;0;0;0;0;3;0;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;
07924;20000101080000;2500.000000;40;6.100000;271.250000;mq;mq;0;mq;mq;4;0;1750;0;0;2;mq;mq;256.540000;mq;271.250000;0.430000;mq;mq;3100.000000;mq;mq;263.850000;3;0;0;0;0;0;0;0;mq;mq;mq;mq;mq;mq;3;3;0;0;200.000000;
07925;20000101080000;1900.000000;0;0.000000;267.540000;262.020000;65;0;0;7;0;0;mq;0;0;0;0.000000;mq;259.850000;mq;270.850000;0.680000;mq;mq;3100.000000;mq;mq;265.450000;0;0;0;0;0;0;0;0;4;360;10.000000;mq;mq;mq;3;3;0;mq;mq;
07926;20000101080000;2030.000000;0;0.000000;270.150000;261.670000;52;0;0;7;2;0;2250;0;0;2;0.000000;mq;261.250000;mq;270.150000;0.520000;mq;mq;3101.000000;mq;mq;263.750000;9;0;0;0;0;0;0;0;4;mq;mq;mq;mq;mq;9;9;0;1;210.000000;
07927;20000101080000;1645.000000;0;0.000000;271.250000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;271.950000;0.700000;mq;mq;3100.000000;mq;mq;262.540000;4;0;0;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07928;20000101080000;1550.000000;0;0.000000;271.150000;270.880000;98;0;7;0;7;7;450;5;/;/;0.500000;mq;267.650000;mq;271.150000;1.170000;mq;mq;3101.000000;mq;mq;mq;0;0;0;0;0;0;0;0;2;0;0.000000;1.900000;0.020000;mq;mq;mq;mq;1;90.000000;
07929;20000101080000;1850.000000;0;0.000000;263.650000;262.030000;88;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.150000;mq;266.150000;0.990000;mq;mq;3100.000000;mq;mq;262.650000;2;0;0;0;0;0;0;0;4;0;0.000000;1.340000;0.000000;mq;mq;mq;mq;mq;mq;
07931;20000101080000;1640.000000;40;0.500000;265.250000;261.090000;72;0;0;0;1;1;3500;0;4;0;0.000000;mq;261.150000;mq;269.850000;0.420000;mq;mq;3100.000000;mq;mq;262.450000;0;0;mq;0;0;0;0;0;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20000101080000;1900.000000;0;0.000000;260.150000;256.810000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.150000;mq;266.650000;0.780000;mq;mq;3100.000000;mq;mq;261.450000;0;0;0;0;0;0;0;0;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07936;20000101080000;1600.000000;0;0.000000;265.250000;mq;mq;0;0;0;1;1;1750;0;3;0;0.000000;mq;263.040000;mq;269.450000;0.680000;mq;mq;3100.000000;mq;mq;263.250000;0;0;0;0;0;0;0;0;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20000101080000;2007.000000;0;0.000000;262.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.150000;mq;270.650000;0.550000;mq;mq;3100.000000;mq;mq;264.150000;2;0;0;0;0;0;0;0;3;0;0.000000;0.700000;0.000000;mq;mq;mq;mq;mq;mq;
07940;20000101080000;2050.000000;0;0.000000;269.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;271.150000;0.850000;mq;mq;3100.000000;mq;mq;261.650000;3;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07941;20000101080000;1670.000000;310;2.500000;265.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.150000;mq;270.150000;0.330000;mq;mq;3100.000000;mq;mq;257.540000;3;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07942;20000101080000;1650.000000;0;0.000000;267.850000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.650000;mq;269.150000;0.330000;mq;mq;3100.000000;mq;mq;261.150000;3;0;0;0;0;0;0;0;2;0;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20000101080000;1270.000000;0;0.000000;266.650000;265.840000;94;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.040000;mq;273.150000;0.300000;mq;mq;3100.000000;mq;mq;267.450000;0;0;0;0;0;0;0;0;4;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07949;20000101080000;2000.000000;360;1.000000;271.150000;270.880000;98;0;7;mq;7;7;2250;6;7;0;32.500000;mq;270.150000;mq;271.150000;0.410000;mq;mq;3101.000000;mq;mq;271.350000;0;0;2;0;0;0;0;0;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07950;20000101080000;1400.000000;mq;mq;272.150000;272.010000;99;0;7;mq;7;7;800;6;/;/;2.000000;mq;271.650000;mq;275.150000;0.420000;mq;mq;3102.000000;mq;mq;271.040000;0;0;2;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07952;20000101080000;1850.000000;0;0.000000;272.150000;269.140000;80;0;7;0;5;5;1250;0;3;/;mq;mq;270.150000;mq;272.150000;0.800000;mq;mq;3101.000000;mq;mq;267.150000;0;0;0;0;0;0;0;0;3;0;0.000000;mq;mq;mq;2;2;mq;2;mq;
07953;20000101080000;1800.000000;0;0.000000;270.150000;266.860000;78;0;0;0;5;5;1750;0;7;0;0.000000;mq;270.150000;mq;272.150000;0.700000;mq;mq;3100.000000;mq;mq;mq;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07955;20000101080000;1840.000000;0;0.000000;271.150000;268.160000;80;0;4;7;5;5;3500;0;3;/;0.100000;mq;269.150000;mq;272.650000;0.460000;mq;mq;3101.000000;mq;mq;269.350000;0;0;0;0;0;0;0;0;3;0;0.000000;0.910000;0.010000;mq;mq;mq;mq;mq;mq;
07957;20000101080000;1720.000000;0;0.000000;272.650000;mq;mq;0;7;mq;7;7;1750;0;3;/;2.200000;mq;270.150000;mq;273.150000;0.550000;mq;mq;3102.000000;mq;mq;270.150000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;2;2;mq;1;170.000000;
07958;20000101080000;1509.000000;130;2.500000;274.150000;272.690000;90;0;7;7;4;4;1750;5;3;9;0.800000;mq;272.150000;mq;275.150000;0.350000;mq;mq;3101.000000;mq;mq;272.040000;0;0;0;0;0;0;0;0;1;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07959;20000101080000;1860.000000;0;0.000000;271.150000;267.310000;75;0;0;0;7;7;3500;0;3;/;0.000000;mq;269.150000;mq;277.150000;0.520000;mq;mq;3100.000000;mq;mq;270.150000;2;0;0;0;0;0;0;0;2;0;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;
07961;20000101080000;1745.000000;180;2.500000;271.650000;267.620000;74;0;0;0;7;0;8000;0;0;7;0.000000;mq;271.150000;mq;272.650000;0.490000;mq;mq;3100.000000;mq;mq;269.540000;0;0;6;0;0;0;0;0;2;mq;mq;mq;mq;mq;3;9;mq;1;150.000000;
07965;20000101080000;1500.000000;0;0.000000;274.150000;270.750000;78;0;0;0;5;4;1750;0;7;2;0.000000;mq;271.650000;mq;275.150000;0.180000;mq;mq;3100.000000;mq;mq;271.450000;0;0;0;0;0;0;0;0;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07970;20000101080000;1780.000000;0;0.000000;272.150000;272.010000;99;0;7;0;6;6;450;5;0;0;2.500000;mq;263.150000;mq;272.650000;0.480000;mq;mq;3105.000000;mq;mq;271.650000;0;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07971;20000101080000;1520.000000;130;2.500000;274.150000;272.690000;90;0;7;6;4;4;450;5;3;0;mq;mq;272.150000;mq;274.150000;0.250000;mq;mq;3101.000000;mq;mq;272.650000;2;0;4;0;0;0;0;0;1;mq;mq;mq;mq;mq;1;3;0;mq;mq;
07972;20000101080000;2080.000000;0;0.000000;272.150000;272.010000;99;0;7;mq;6;4;450;5;3;2;5.000000;mq;263.650000;mq;273.350000;0.410000;mq;mq;3106.000000;mq;mq;270.750000;0;mq;0;0;5;1;4;7;3;310;14.000000;0.820000;0.070000;mq;2;2;mq;0;130.000000;
07973;20000101080000;1480.000000;0;0.000000;275.150000;275.010000;99;0;7;6;7;7;450;5;/;/;5.000000;mq;273.650000;mq;275.150000;0.350000;mq;mq;3104.000000;mq;mq;270.150000;2;0;0;mq;0;0;0;0;3;mq;mq;1.250000;0.050000;mq;6;6;mq;1;180.000000;
07976;20000101080000;1520.000000;310;2.500000;273.150000;mq;mq;0;7;0;3;3;1750;0;3;0;5.000000;mq;270.150000;mq;275.650000;0.550000;mq;mq;3105.000000;mq;mq;268.150000;2;0;3;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07977;20000101080000;1640.000000;310;1.000000;270.150000;267.190000;80;0;7;4;6;6;3500;0;3;0;3.000000;mq;267.150000;mq;271.150000;0.490000;mq;mq;3103.000000;mq;mq;271.850000;0;0;0;0;0;0;0;0;2;310;5.000000;1.150000;0.040000;mq;1;1;mq;mq;mq;
07978;20000101080000;1280.000000;mq;mq;275.150000;275.010000;99;0;7;6;8;8;800;2;0;0;5.500000;mq;269.150000;mq;277.150000;0.250000;mq;mq;3100.000000;mq;mq;273.150000;2;0;1;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
